cluster	gene
Bladder cell(Bladder)	1500032L24Rik
Bladder cell(Bladder)	Agpat4
Bladder cell(Bladder)	Thbd
Bladder cell(Bladder)	Lman1
Bladder cell(Bladder)	Actn1
Bladder cell(Bladder)	Zfp651
Bladder cell(Bladder)	Flot2
Bladder cell(Bladder)	Pard3b
Bladder cell(Bladder)	Ift27
Bladder cell(Bladder)	Arap1
Bladder cell(Bladder)	Sdpr
Bladder cell(Bladder)	Nfia
Bladder cell(Bladder)	Surf4
Bladder cell(Bladder)	Tiparp
Bladder cell(Bladder)	Syne1
Bladder cell(Bladder)	Oaz1
Bladder cell(Bladder)	Arl3
Bladder cell(Bladder)	Mcfd2
Bladder cell(Bladder)	Arf1
Bladder cell(Bladder)	Ostc
Bladder cell(Bladder)	Tnfrsf1a
Bladder cell(Bladder)	Dhrs7
Bladder cell(Bladder)	2410006H16Rik
Bladder cell(Bladder)	Gbp7
Bladder cell(Bladder)	Rnf187
Bladder cell(Bladder)	Chic2
Bladder cell(Bladder)	Itga5
Bladder cell(Bladder)	Ccnd3
Bladder cell(Bladder)	Fndc3b
Bladder cell(Bladder)	Arhgap31
Bladder cell(Bladder)	Clic1
Bladder cell(Bladder)	Nsmce1
Bladder cell(Bladder)	Batf
Bladder cell(Bladder)	Odz3
Bladder cell(Bladder)	Anapc11
Bladder cell(Bladder)	Anxa2
Bladder cell(Bladder)	Gcc1
Bladder cell(Bladder)	Phpt1
Bladder cell(Bladder)	Oaz2
Bladder cell(Bladder)	Arl4a
Bladder cell(Bladder)	Sumf1
Bladder cell(Bladder)	Sod3
Bladder cell(Bladder)	Ctsf
Bladder cell(Bladder)	Slc38a10
Bladder cell(Bladder)	Gng10
Bladder cell(Bladder)	Jkamp
Bladder cell(Bladder)	Tmem107
Bladder cell(Bladder)	Cnpy2
Bladder cell(Bladder)	Nfix
Bladder cell(Bladder)	Selenbp1
Bladder cell(Bladder)	Sema3b
Bladder cell(Bladder)	Serpine1
Bladder cell(Bladder)	Lrrc58
Bladder cell(Bladder)	Dpm3
Bladder cell(Bladder)	Hoxa11as
Bladder cell(Bladder)	1810027O10Rik
Bladder cell(Bladder)	Erlec1
Bladder cell(Bladder)	Arl4c
Bladder cell(Bladder)	2010002N04Rik
Bladder cell(Bladder)	Tmem59
Bladder cell(Bladder)	Mpv17
Bladder cell(Bladder)	Arl13b
Bladder cell(Bladder)	Akr1a1
Bladder cell(Bladder)	Samd14
Bladder cell(Bladder)	Lgals3bp
Bladder cell(Bladder)	Paip2
Bladder cell(Bladder)	Rbm3
Bladder cell(Bladder)	Ramp1
Bladder cell(Bladder)	Dennd5a
Bladder cell(Bladder)	Prkar1a
Bladder cell(Bladder)	Hdlbp
Bladder cell(Bladder)	Ilk
Bladder cell(Bladder)	Tgfbr3
Bladder cell(Bladder)	Tmem9
Bladder cell(Bladder)	Tiprl
Bladder cell(Bladder)	Aprt
Bladder cell(Bladder)	Tmed10
Bladder cell(Bladder)	Ppap2a
Bladder cell(Bladder)	Snhg5
Bladder cell(Bladder)	Cdc42
Bladder cell(Bladder)	Slc12a4
Bladder cell(Bladder)	Rev3l
Bladder cell(Bladder)	Gpx4
Bladder cell(Bladder)	Snrpb
Bladder cell(Bladder)	Ghr
Bladder cell(Bladder)	Ctbp1
Bladder cell(Bladder)	Rexo2
Bladder cell(Bladder)	Tmem66
Bladder cell(Bladder)	Prdm1
Bladder cell(Bladder)	Rnasek
Bladder cell(Bladder)	Uap1
Bladder cell(Bladder)	Pde12
Bladder cell(Bladder)	Tsc22d1
Bladder cell(Bladder)	Brd2
Bladder cell(Bladder)	Lifr
Bladder cell(Bladder)	Cd164
Bladder cell(Bladder)	B4galt5
Bladder cell(Bladder)	Flna
Bladder cell(Bladder)	Maff
Bladder cell(Bladder)	Ccdc85b
Bladder cell(Bladder)	Gramd1a
Bladder cell(Bladder)	Cxx1c
Bladder cell(Bladder)	Lphn1
Bladder cell(Bladder)	Dbp
Bladder cell(Bladder)	Ggh
Bladder cell(Bladder)	Mesdc2
Bladder cell(Bladder)	Tmem140
Bladder cell(Bladder)	Clk1
Bladder cell(Bladder)	Prdx2
Bladder cell(Bladder)	Ehd2
Bladder cell(Bladder)	Hnrnph1
Bladder cell(Bladder)	Golim4
Bladder cell(Bladder)	Sgce
Bladder cell(Bladder)	Gpr180
Bladder cell(Bladder)	Tpcn1
Bladder cell(Bladder)	Tenc1
Bladder cell(Bladder)	Copg
Bladder cell(Bladder)	Prkce
Bladder cell(Bladder)	Mt2
Bladder cell(Bladder)	Dnajb11
Bladder cell(Bladder)	Nucb1
Bladder cell(Bladder)	Cyr61
Bladder cell(Bladder)	Tmem120a
Bladder cell(Bladder)	Srm
Bladder cell(Bladder)	Sec23a
Bladder cell(Bladder)	Ppp1r10
Bladder cell(Bladder)	Samhd1
Bladder cell(Bladder)	Cnpy4
Bladder cell(Bladder)	Ddx5
Bladder cell(Bladder)	Slc16a3
Bladder cell(Bladder)	Glt8d1
Bladder cell(Bladder)	Eif1b
Bladder cell(Bladder)	Acadsb
Bladder cell(Bladder)	Smarca2
Bladder cell(Bladder)	Cryab
Bladder cell(Bladder)	Pink1
Bladder cell(Bladder)	Mt1
Bladder cell(Bladder)	Plod1
Bladder cell(Bladder)	Usp2
Bladder cell(Bladder)	Tsen34
Bladder cell(Bladder)	Glo1
Bladder cell(Bladder)	Arsb
Bladder cell(Bladder)	Rsu1
Bladder cell(Bladder)	Klhdc2
Bladder cell(Bladder)	Nedd8
Bladder cell(Bladder)	Ankrd12
Bladder cell(Bladder)	Abhd8
Bladder cell(Bladder)	H2afy2
Bladder cell(Bladder)	Lipa
Bladder cell(Bladder)	Leprot
Bladder cell(Bladder)	Rpa1
Bladder cell(Bladder)	Hn1
Bladder cell(Bladder)	Srpr
Bladder cell(Bladder)	Tmem5
Bladder cell(Bladder)	9130011J15Rik
Bladder cell(Bladder)	Zfyve21
Bladder cell(Bladder)	Yipf5
Bladder cell(Bladder)	Ufc1
Bladder cell(Bladder)	S100a1
Bladder cell(Bladder)	Galnt1
Bladder cell(Bladder)	Sec61b
Bladder cell(Bladder)	Tmem43
Bladder cell(Bladder)	Hspa1b
Bladder cell(Bladder)	1810055G02Rik
Bladder cell(Bladder)	Hnrpdl
Bladder cell(Bladder)	App
Bladder cell(Bladder)	Trex1
Bladder cell(Bladder)	Casp4
Bladder cell(Bladder)	Acat1
Bladder cell(Bladder)	Rhob
Bladder cell(Bladder)	Rap1a
Bladder cell(Bladder)	Smpd1
Bladder cell(Bladder)	Gtf2e2
Bladder cell(Bladder)	Slc7a8
Bladder cell(Bladder)	Sdf4
Bladder cell(Bladder)	Rasl11b
Bladder cell(Bladder)	Yipf3
Bladder cell(Bladder)	Ccrl2
Bladder cell(Bladder)	Ripk1
Bladder cell(Bladder)	Ggcx
Bladder cell(Bladder)	Akt2
Bladder cell(Bladder)	Sfr1
Bladder cell(Bladder)	Cnpy3
Bladder cell(Bladder)	Srsf7
Bladder cell(Bladder)	Cxcl10
Bladder cell(Bladder)	Sdcbp
Bladder cell(Bladder)	Glt25d1
Bladder cell(Bladder)	Snhg1
Bladder cell(Bladder)	Casc4
Bladder cell(Bladder)	Pid1
Bladder cell(Bladder)	Smc6
Bladder cell(Bladder)	Eid1
Bladder cell(Bladder)	Bst2
Bladder cell(Bladder)	Pde5a
Bladder cell(Bladder)	Ext2
Bladder cell(Bladder)	Pbx1
Bladder cell(Bladder)	Mob3c
Bladder cell(Bladder)	Sorcs2
Bladder cell(Bladder)	Pde6d
Bladder cell(Bladder)	H6pd
Bladder cell(Bladder)	Tceb1
Bladder cell(Bladder)	Armcx3
Bladder cell(Bladder)	Cyb5r3
Bladder cell(Bladder)	Dnajc1
Bladder cell(Bladder)	Ptk7
Bladder cell(Bladder)	Rab18
Bladder cell(Bladder)	Eny2
Bladder cell(Bladder)	Tram1
Bladder cell(Bladder)	Cyp27a1
Bladder cell(Bladder)	Myc
Bladder cell(Bladder)	Isca1
Bladder cell(Bladder)	Iscu
Bladder cell(Bladder)	Tspan31
Bladder cell(Bladder)	Eri3
Bladder cell(Bladder)	Naglu
Bladder cell(Bladder)	Gls
Bladder cell(Bladder)	Ablim1
Bladder cell(Bladder)	Csnk1d
Bladder cell(Bladder)	Carhsp1
Bladder cell(Bladder)	Sec13
Bladder cell(Bladder)	Sarnp
Bladder cell(Bladder)	Afap1
Bladder cell(Bladder)	Plbd2
Bladder cell(Bladder)	Rab28
Bladder cell(Bladder)	Dynlrb1
Bladder cell(Bladder)	Tcea3
Bladder cell(Bladder)	Gabarapl1
Bladder cell(Bladder)	Pim3
Bladder cell(Bladder)	Glud1
Bladder cell(Bladder)	Snx1
Bladder cell(Bladder)	Hexb
Bladder cell(Bladder)	Dhrs1
Bladder cell(Bladder)	Tbc1d16
Bladder cell(Bladder)	Abca1
Bladder cell(Bladder)	Bfar
Bladder cell(Bladder)	Csgalnact2
Bladder cell(Bladder)	Slc35b2
Bladder cell(Bladder)	Irf9
Bladder cell(Bladder)	Mbnl1
Bladder cell(Bladder)	1500012F01Rik
Bladder cell(Bladder)	Tm9sf1
Bladder cell(Bladder)	Trip10
Bladder cell(Bladder)	Ptpra
Bladder cell(Bladder)	Sec22b
Bladder cell(Bladder)	Rhoq
Bladder cell(Bladder)	Stra13
Bladder cell(Bladder)	Phldb1
Bladder cell(Bladder)	Fam92a
Bladder cell(Bladder)	Tmod3
Bladder cell(Bladder)	Tmem98
Bladder cell(Bladder)	Sh3bgrl
Bladder cell(Bladder)	Dlgap4
Bladder cell(Bladder)	Txndc15
Bladder cell(Bladder)	Sft2d2
Bladder cell(Bladder)	Srsf3
Bladder cell(Bladder)	Gcap14
Bladder cell(Bladder)	D4Wsu53e
Bladder cell(Bladder)	Ryk
Bladder cell(Bladder)	Fkbp2
Bladder cell(Bladder)	Rpain
Bladder cell(Bladder)	Sf3b1
Bladder cell(Bladder)	Cxcl16
Bladder cell(Bladder)	Yipf4
Bladder cell(Bladder)	Smo
Bladder cell(Bladder)	Gsk3a
Bladder cell(Bladder)	Snx3
Bladder cell(Bladder)	Trappc2l
Bladder cell(Bladder)	Sra1
Bladder cell(Bladder)	Sri
Bladder cell(Bladder)	Ppapdc1b
Bladder cell(Bladder)	Idh2
Bladder cell(Bladder)	Gorasp2
Bladder cell(Bladder)	Slc35a2
Bladder cell(Bladder)	Dnajc25
Bladder cell(Bladder)	Ap3s1
Bladder cell(Bladder)	Polr3gl
Bladder cell(Bladder)	Sirt2
Bladder cell(Bladder)	Skil
Bladder cell(Bladder)	Mzt2
Bladder cell(Bladder)	Tob2
Bladder cell(Bladder)	Trip6
Bladder cell(Bladder)	Nfil3
Bladder cell(Bladder)	Sh3kbp1
Bladder cell(Bladder)	Srsf2
Bladder cell(Bladder)	Higd1a
Bladder cell(Bladder)	Tmx4
Bladder cell(Bladder)	Rab5a
Bladder cell(Bladder)	Fkbp8
Bladder cell(Bladder)	Tor1aip1
Bladder cell(Bladder)	Sox4
Bladder cell(Bladder)	Tacc1
Bladder cell(Bladder)	Tra2b
Bladder cell(Bladder)	As3mt
Bladder cell(Bladder)	Ptgs1
Bladder cell(Bladder)	Ssr1
Bladder cell(Bladder)	Col4a6
Bladder cell(Bladder)	Adck4
Bladder cell(Bladder)	Raly
Bladder cell(Bladder)	Arl6ip5
Bladder cell(Bladder)	Nptn
Bladder cell(Bladder)	Tmem106b
Bladder cell(Bladder)	Ntan1
Bladder cell(Bladder)	Rnft1
Bladder cell(Bladder)	Atp6ap2
Bladder cell(Bladder)	Midn
Bladder cell(Bladder)	H13
Bladder cell(Bladder)	Zfp36l2
Bladder cell(Bladder)	Hpcal1
Bladder cell(Bladder)	Tcp11l2
Bladder cell(Bladder)	Tns1
Bladder cell(Bladder)	Ndel1
Bladder cell(Bladder)	Os9
Bladder cell(Bladder)	D17Wsu104e
Bladder cell(Bladder)	Abhd16a
Bladder cell(Bladder)	Vwa5a
Bladder cell(Bladder)	Birc3
Bladder cell(Bladder)	Rnf145
Bladder cell(Bladder)	Pja1
Bladder cell(Bladder)	Nr2f2
Bladder cell(Bladder)	St3gal4
Bladder cell(Bladder)	H2afv
Bladder cell(Bladder)	Mxd4
Bladder cell(Bladder)	Cdk4
Bladder cell(Bladder)	Ywhah
Bladder cell(Bladder)	Txndc12
Bladder cell(Bladder)	Pcf11
Bladder cell(Bladder)	Ugp2
Bladder cell(Bladder)	Fem1b
Bladder cell(Bladder)	Tmed4
Bladder cell(Bladder)	Rnf150
Bladder cell(Bladder)	Sh3pxd2a
Bladder cell(Bladder)	Sh3gl1
Bladder cell(Bladder)	Cxcr7
Bladder cell(Bladder)	Fosl2
Bladder cell(Bladder)	Rnh1
Bladder cell(Bladder)	Thbs1
Bladder cell(Bladder)	Itgb5
Bladder cell(Bladder)	Evi5
Bladder cell(Bladder)	Il1r1
Bladder cell(Bladder)	Zfp945
Bladder cell(Bladder)	1700019E19Rik
Bladder cell(Bladder)	Wipi1
Bladder cell(Bladder)	Pde4b
Bladder cell(Bladder)	Anxa1
Bladder cell(Bladder)	Camk2d
Bladder cell(Bladder)	Tln1
Bladder cell(Bladder)	Rbfox2
Bladder cell(Bladder)	Derl1
Bladder cell(Bladder)	Sept2
Bladder cell(Bladder)	Dnajc10
Bladder cell(Bladder)	Impact
Bladder cell(Bladder)	Cish
Bladder cell(Bladder)	A130040M12Rik
Bladder cell(Bladder)	Yif1a
Bladder cell(Bladder)	Bcl7c
Bladder cell(Bladder)	Gata6
Bladder cell(Bladder)	Mapre1
Bladder cell(Bladder)	Sbsn
Bladder cell(Bladder)	Ctdsp2
Bladder cell(Bladder)	Ap2m1
Bladder cell(Bladder)	Cnih
Bladder cell(Bladder)	Pld3
Bladder cell(Bladder)	Pla2g16
Bladder cell(Bladder)	Gna13
Bladder cell(Bladder)	Tor1b
Bladder cell(Bladder)	Hsph1
Bladder cell(Bladder)	Ube2j1
Bladder cell(Bladder)	Plagl1
Bladder cell(Bladder)	Sfxn3
Bladder cell(Bladder)	Spna2
Bladder cell(Bladder)	Vdac3
Bladder cell(Bladder)	Rbms3
Bladder cell(Bladder)	Zfp131
Bladder cell(Bladder)	F3
Bladder cell(Bladder)	Rab4b
Bladder cell(Bladder)	Ttc28
Bladder cell(Bladder)	Rras
Bladder cell(Bladder)	Hyi
Bladder cell(Bladder)	Rnf13
Bladder cell(Bladder)	Pcdh7
Bladder cell(Bladder)	Ddit3
Bladder cell(Bladder)	Mgat2
Bladder cell(Bladder)	Appl1
Bladder cell(Bladder)	Slc39a1
Bladder cell(Bladder)	Ier3
Bladder cell(Bladder)	Dek
Bladder cell(Bladder)	Sat1
Bladder cell(Bladder)	Tfg
Bladder cell(Bladder)	Copb2
Bladder cell(Bladder)	Herpud2
Bladder cell(Bladder)	Hoxa10
Bladder cell(Bladder)	Gcsh
Bladder cell(Bladder)	Fkbp3
Bladder cell(Bladder)	Plat
Bladder cell(Bladder)	Ccdc23
Bladder cell(Bladder)	Ccpg1
Bladder cell(Bladder)	Echdc2
Bladder cell(Bladder)	Itpkc
Bladder cell(Bladder)	Lysmd3
Bladder cell(Bladder)	Prpsap1
Bladder cell(Bladder)	Nr3c1
Bladder cell(Bladder)	Alg5
Bladder cell(Bladder)	Slc3a2
Bladder cell(Bladder)	Sertad2
Bladder cell(Bladder)	Azin1
Bladder cell(Bladder)	Nasp
Bladder cell(Bladder)	Smc1a
Bladder cell(Bladder)	Ak3
Bladder cell(Bladder)	Wnt4
Bladder cell(Bladder)	Cuedc2
Bladder cell(Bladder)	Ngfrap1
Bladder cell(Bladder)	Dctn2
Bladder cell(Bladder)	Zfhx3
Bladder cell(Bladder)	Diap2
Bladder cell(Bladder)	Stard3nl
Bladder cell(Bladder)	Entpd4
Bladder cell(Bladder)	Gna11
Bladder cell(Bladder)	Stt3a
Bladder cell(Bladder)	Wls
Bladder cell(Bladder)	Prkca
Bladder cell(Bladder)	Dctn6
Bladder cell(Bladder)	Aida
Bladder cell(Bladder)	Mettl7a1
Bladder cell(Bladder)	Triobp
Bladder cell(Bladder)	Fam18b
Bladder cell(Bladder)	Pdlim7
Bladder cell(Bladder)	Cbx4
Bladder cell(Bladder)	C1d
Bladder cell(Bladder)	Rock2
Bladder cell(Bladder)	Snhg12
Bladder cell(Bladder)	Tbx3
Bladder cell(Bladder)	Serf1
Bladder cell(Bladder)	0610037L13Rik
Bladder cell(Bladder)	Mat2a
Bladder cell(Bladder)	Efna5
Bladder cell(Bladder)	Fbxo30
Bladder cell(Bladder)	Fam38a
Bladder cell(Bladder)	Ltbp3
Bladder cell(Bladder)	Sqrdl
Bladder cell(Bladder)	Xpnpep1
Bladder cell(Bladder)	1110065P20Rik
Bladder cell(Bladder)	Per1
Bladder cell(Bladder)	Tcn2
Bladder cell(Bladder)	Slbp
Bladder cell(Bladder)	Cited2
Bladder cell(Bladder)	Sdc3
Bladder cell(Bladder)	Eif1a
Bladder cell(Bladder)	Cdk16
Bladder cell(Bladder)	BC017612
Bladder cell(Bladder)	Nampt
Bladder cell(Bladder)	Ddx50
Bladder cell(Bladder)	Sbno2
Bladder cell(Bladder)	Cyp1b1
Bladder cell(Bladder)	Tubb2a
Bladder cell(Bladder)	Sod2
Bladder cell(Bladder)	Phf23
Bladder cell(Bladder)	Emp1
Bladder cell(Bladder)	Arih1
Bladder urothelial cell(Bladder)	Ly6d
Bladder urothelial cell(Bladder)	Wfdc2
Bladder urothelial cell(Bladder)	Gsta4
Bladder urothelial cell(Bladder)	Sprr1a
Bladder urothelial cell(Bladder)	Krt15
Bladder urothelial cell(Bladder)	Foxq1
Bladder urothelial cell(Bladder)	Gsto1
Bladder urothelial cell(Bladder)	Sfn
Bladder urothelial cell(Bladder)	Krt18
Bladder urothelial cell(Bladder)	Gstm1
Bladder urothelial cell(Bladder)	Igfbp2
Bladder urothelial cell(Bladder)	Cldn4
Bladder urothelial cell(Bladder)	Aqp3
Bladder urothelial cell(Bladder)	Krt19
Bladder urothelial cell(Bladder)	Upk1a
Bladder urothelial cell(Bladder)	Fxyd3
Bladder urothelial cell(Bladder)	Ivl
Bladder urothelial cell(Bladder)	Krt7
Bladder urothelial cell(Bladder)	Upk3a
Bladder urothelial cell(Bladder)	Krt8
Bladder urothelial cell(Bladder)	Areg
Bladder urothelial cell(Bladder)	1110032A04Rik
Bladder urothelial cell(Bladder)	2200002D01Rik
Bladder urothelial cell(Bladder)	Spint2
Bladder urothelial cell(Bladder)	Mal
Bladder urothelial cell(Bladder)	Perp
Bladder urothelial cell(Bladder)	Krt23
Bladder urothelial cell(Bladder)	Fmo5
Bladder urothelial cell(Bladder)	Mgst3
Bladder urothelial cell(Bladder)	Ezr
Bladder urothelial cell(Bladder)	Tacstd2
Bladder urothelial cell(Bladder)	Lgals3
Bladder urothelial cell(Bladder)	Lmo1
Bladder urothelial cell(Bladder)	Avpi1
Bladder urothelial cell(Bladder)	Krt5
Bladder urothelial cell(Bladder)	Hilpda
Bladder urothelial cell(Bladder)	Upk1b
Bladder urothelial cell(Bladder)	Cldn7
Bladder urothelial cell(Bladder)	Akr1b8
Bladder urothelial cell(Bladder)	Sdc1
Bladder urothelial cell(Bladder)	Upk2
Bladder urothelial cell(Bladder)	Acaa1b
Bladder urothelial cell(Bladder)	Cdh1
Bladder urothelial cell(Bladder)	Cbr2
Bladder urothelial cell(Bladder)	Ctse
Bladder urothelial cell(Bladder)	Klf5
Bladder urothelial cell(Bladder)	S100a6
Bladder urothelial cell(Bladder)	1190003J15Rik
Bladder urothelial cell(Bladder)	1600029D21Rik
Bladder urothelial cell(Bladder)	Cdc42ep5
Bladder urothelial cell(Bladder)	Rab11fip1
Bladder urothelial cell(Bladder)	1810011O10Rik
Bladder urothelial cell(Bladder)	Tmprss2
Bladder urothelial cell(Bladder)	Rab25
Bladder urothelial cell(Bladder)	Epcam
Bladder urothelial cell(Bladder)	Spint1
Bladder urothelial cell(Bladder)	Lypd3
Bladder urothelial cell(Bladder)	Kcnk1
Bladder urothelial cell(Bladder)	Ptprf
Bladder urothelial cell(Bladder)	Vsig2
Bladder urothelial cell(Bladder)	Gata3
Bladder urothelial cell(Bladder)	Elf3
Bladder urothelial cell(Bladder)	Ldhb
Bladder urothelial cell(Bladder)	Ugt2b34
Bladder urothelial cell(Bladder)	Net1
Bladder urothelial cell(Bladder)	Rpl32
Bladder urothelial cell(Bladder)	Sh3gl2
Bladder urothelial cell(Bladder)	Paqr5
Bladder urothelial cell(Bladder)	H2afj
Bladder urothelial cell(Bladder)	S100a14
Bladder urothelial cell(Bladder)	Tnfaip8
Bladder urothelial cell(Bladder)	Foxa1
Bladder urothelial cell(Bladder)	Uba52
Bladder urothelial cell(Bladder)	Wfdc15b
Bladder urothelial cell(Bladder)	Rpl36
Bladder urothelial cell(Bladder)	Lmo7
Bladder urothelial cell(Bladder)	Jup
Bladder urothelial cell(Bladder)	Rab27b
Bladder urothelial cell(Bladder)	Rpl37a
Bladder urothelial cell(Bladder)	Rpl12
Bladder urothelial cell(Bladder)	Rnf128
Bladder urothelial cell(Bladder)	Stmn1
Bladder urothelial cell(Bladder)	Dsp
Bladder urothelial cell(Bladder)	Atrn
Bladder urothelial cell(Bladder)	Rpl37
Bladder urothelial cell(Bladder)	Uchl1
Bladder urothelial cell(Bladder)	Rpl28
Bladder urothelial cell(Bladder)	Fam110c
Bladder urothelial cell(Bladder)	Rplp2
Bladder urothelial cell(Bladder)	Rps21
Bladder urothelial cell(Bladder)	Rps10
Bladder urothelial cell(Bladder)	Rps28
Bladder urothelial cell(Bladder)	Ermp1
Bladder urothelial cell(Bladder)	Fau
Bladder urothelial cell(Bladder)	Rps18
Bladder urothelial cell(Bladder)	Nipal1
Bladder urothelial cell(Bladder)	Prom2
Bladder urothelial cell(Bladder)	Rps14
Bladder urothelial cell(Bladder)	Trim29
Bladder urothelial cell(Bladder)	Rps27
Bladder urothelial cell(Bladder)	Rpl13a
Bladder urothelial cell(Bladder)	Hs3st1
Bladder urothelial cell(Bladder)	Rps26
Bladder urothelial cell(Bladder)	Srd5a1
Bladder urothelial cell(Bladder)	Rpl29
Bladder urothelial cell(Bladder)	Rpl9
Bladder urothelial cell(Bladder)	Gm5480
Bladder urothelial cell(Bladder)	Rpl23
Bladder urothelial cell(Bladder)	Dsg2
Bladder urothelial cell(Bladder)	Nrn1
Bladder urothelial cell(Bladder)	Irf6
Bladder urothelial cell(Bladder)	Shh
Bladder urothelial cell(Bladder)	Rpl14
Bladder urothelial cell(Bladder)	Rpl27a
Bladder urothelial cell(Bladder)	Serinc2
Bladder urothelial cell(Bladder)	Pabpc1
Bladder urothelial cell(Bladder)	Tnfrsf21
Bladder urothelial cell(Bladder)	Rps15
Bladder urothelial cell(Bladder)	Rps17
Bladder urothelial cell(Bladder)	Rpl19
Bladder urothelial cell(Bladder)	Rps19
Bladder urothelial cell(Bladder)	Ahcyl2
Bladder urothelial cell(Bladder)	Ldlr
Bladder urothelial cell(Bladder)	Rpl17
Bladder urothelial cell(Bladder)	Rpl27
Bladder urothelial cell(Bladder)	Rpl5
Bladder urothelial cell(Bladder)	Rpl31
Bladder urothelial cell(Bladder)	Rps20
Bladder urothelial cell(Bladder)	Mpzl2
Bladder urothelial cell(Bladder)	Rps5
Bladder urothelial cell(Bladder)	Rps6
Bladder urothelial cell(Bladder)	Ripk4
Bladder urothelial cell(Bladder)	Cox4i1
Bladder urothelial cell(Bladder)	Chchd10
Bladder urothelial cell(Bladder)	Tmem45b
Bladder urothelial cell(Bladder)	Rps29
Bladder urothelial cell(Bladder)	Gnb2l1
Bladder urothelial cell(Bladder)	Rpl10a
Bladder urothelial cell(Bladder)	Ehf
Bladder urothelial cell(Bladder)	Rps8
Bladder urothelial cell(Bladder)	Rpl18
Bladder urothelial cell(Bladder)	Rpl11
Bladder urothelial cell(Bladder)	Ano1
Bladder urothelial cell(Bladder)	Syt8
Bladder urothelial cell(Bladder)	Rps25
Bladder urothelial cell(Bladder)	Rps11
Bladder urothelial cell(Bladder)	Rps13
Bladder urothelial cell(Bladder)	Oit1
Bladder urothelial cell(Bladder)	Rpsa
Bladder urothelial cell(Bladder)	Rps12
Bladder urothelial cell(Bladder)	Rpl38
Bladder urothelial cell(Bladder)	Rps23
Bladder urothelial cell(Bladder)	Rpl13
Bladder urothelial cell(Bladder)	Rps3
Bladder urothelial cell(Bladder)	Rpl35
Bladder urothelial cell(Bladder)	Rpl21
Bladder urothelial cell(Bladder)	Rps27a
Bladder urothelial cell(Bladder)	Rplp1
Bladder urothelial cell(Bladder)	Rpl35a
Bladder urothelial cell(Bladder)	Rpl8
Bladder urothelial cell(Bladder)	Rps16
Bladder urothelial cell(Bladder)	Rpl7
Bladder urothelial cell(Bladder)	Cyb5
Bladder urothelial cell(Bladder)	Smagp
Bladder urothelial cell(Bladder)	Rplp0
Bladder urothelial cell(Bladder)	Grhl3
Bladder urothelial cell(Bladder)	Uqcr10
Bladder urothelial cell(Bladder)	Alpl
Bladder urothelial cell(Bladder)	Mgst1
Bladder urothelial cell(Bladder)	Rpl18a
Bladder urothelial cell(Bladder)	Prss22
Bladder urothelial cell(Bladder)	Rps24
Bladder urothelial cell(Bladder)	Rhov
Bladder urothelial cell(Bladder)	Epha2
Bladder urothelial cell(Bladder)	Sytl2
Bladder urothelial cell(Bladder)	Lsr
Bladder urothelial cell(Bladder)	Rbm47
Bladder urothelial cell(Bladder)	Gsta3
Bladder urothelial cell(Bladder)	Ctnnb1
Bladder urothelial cell(Bladder)	Dnmt3l
Bladder urothelial cell(Bladder)	Rpl39
Bladder urothelial cell(Bladder)	Rps3a
Bladder urothelial cell(Bladder)	Idh1
Bladder urothelial cell(Bladder)	Eef1b2
Bladder urothelial cell(Bladder)	Rpl36a
Bladder urothelial cell(Bladder)	Tmsb4x
Bladder urothelial cell(Bladder)	Acsl3
Bladder urothelial cell(Bladder)	Tmem20
Bladder urothelial cell(Bladder)	Ociad2
Bladder urothelial cell(Bladder)	Trim13
Bladder urothelial cell(Bladder)	Crb3
Bladder urothelial cell(Bladder)	Nqo1
Bladder urothelial cell(Bladder)	Bace2
Bladder urothelial cell(Bladder)	Pvrl1
Bladder urothelial cell(Bladder)	Rps15a
Bladder urothelial cell(Bladder)	Ckmt1
Bladder urothelial cell(Bladder)	F11r
Bladder urothelial cell(Bladder)	Rps7
Bladder urothelial cell(Bladder)	Serpinb5
Bladder urothelial cell(Bladder)	Tpd52
Bladder urothelial cell(Bladder)	Jag1
Bladder urothelial cell(Bladder)	Abcc3
Bladder urothelial cell(Bladder)	Grhl1
Bladder urothelial cell(Bladder)	Mgst2
Bladder urothelial cell(Bladder)	Far1
Bladder urothelial cell(Bladder)	Hbegf
Bladder urothelial cell(Bladder)	Eif3f
Bladder urothelial cell(Bladder)	Cisd1
Bladder urothelial cell(Bladder)	Aldh3a1
Bladder urothelial cell(Bladder)	Gpa33
Bladder urothelial cell(Bladder)	Cds1
Bladder urothelial cell(Bladder)	Rpl23a
Bladder urothelial cell(Bladder)	8430408G22Rik
Bladder urothelial cell(Bladder)	Ebpl
Bladder urothelial cell(Bladder)	Trp63
Bladder urothelial cell(Bladder)	Lad1
Bladder urothelial cell(Bladder)	Mast4
Bladder urothelial cell(Bladder)	Degs2
Bladder urothelial cell(Bladder)	Fam84a
Bladder urothelial cell(Bladder)	Sdcbp2
Bladder urothelial cell(Bladder)	Ccrn4l
Bladder urothelial cell(Bladder)	Cxadr
Bladder urothelial cell(Bladder)	Gstm4
Bladder urothelial cell(Bladder)	Baiap2l1
Bladder urothelial cell(Bladder)	Pvrl2
Bladder urothelial cell(Bladder)	Rpl36al
Bladder urothelial cell(Bladder)	Sytl1
Bladder urothelial cell(Bladder)	Tmprss13
Bladder urothelial cell(Bladder)	Fer1l4
